date,region,product_category,channel,media_spend,promotion_depth,weather_index,seasonality,competitor_pressure,store_execution_score,inventory_availability,pricing_change,unit_sales,revenue,margin
2023-03-19,Northeast,Tea,Convenience,20502.3,29.58,67.18,1.1748,62.96,78.66,91.11,3.43,64554,140218.22,35476.09
2023-03-19,West,Energy,Convenience,57649.83,8.51,46.56,1.1748,53.57,73.68,80.06,-0.3,58302,122064.19,43172.67
2023-03-19,Midwest,Still,Dollar,19791.27,19.58,87.39,1.1748,45.28,80.18,100.0,2.86,46969,101458.17,32445.16
2023-03-19,Southeast,Energy,Convenience,21502.08,22.02,68.19,1.1748,49.73,82.55,89.81,4.96,76002,167528.51,51321.81
2023-03-19,West,Sparkling,Grocery,16280.36,16.28,71.24,1.1748,56.19,84.08,94.07,-7.71,59871,116038.98,37944.09
2023-03-26,Southwest,Tea,Dollar,27543.84,19.82,57.49,1.1787,76.06,74.73,84.06,0.38,50842,107179.88,29844.04
2023-03-26,Midwest,Still,Foodservice,44548.5,17.44,65.77,1.1787,35.78,90.8,86.47,2.71,42199,91020.61,32024.63
2023-03-26,Northeast,Still,Convenience,29367.83,20.44,97.31,1.1787,27.16,75.37,92.17,-4.9,60378,120581.67,39874.67
2023-03-26,West,Still,Foodservice,34535.85,17.5,56.12,1.1787,65.86,83.67,88.94,3.21,52393,113554.76,35229.06
2023-03-26,Southeast,Sparkling,Foodservice,22186.66,12.61,75.88,1.1787,48.16,75.59,86.72,10.63,67585,157009.48,53882.32
2023-03-26,West,Tea,Convenience,33108.45,17.6,68.9,1.1787,58.02,95.12,100.0,1.53,45918,97901.93,32425.24
2023-03-26,Southwest,Juice,Foodservice,36818.28,27.36,58.48,1.1787,19.37,86.32,79.36,9.64,36593,84251.22,26961.38
2023-03-26,Midwest,Tea,Club,36914.1,24.2,88.41,1.1787,63.73,85.98,85.25,3.96,38590,84246.92,23985.21
2023-03-26,Southeast,Juice,Foodservice,15151.91,12.3,75.32,1.1787,32.23,87.08,96.14,-3.97,39798,80256.28,30097.75
2023-03-26,Midwest,Still,Grocery,27183.48,22.92,48.46,1.1787,72.33,77.57,96.95,-6.36,45172,88827.72,24128.47
2023-03-26,West,Energy,Foodservice,15376.24,25.53,79.81,1.1787,34.05,85.64,94.96,8.23,58331,132570.33,41267.28
2023-03-26,Midwest,Energy,Dollar,10076.52,13.73,67.75,1.1787,58.04,85.86,93.36,-0.59,54272,113298.32,38354.44
2023-03-26,Southwest,Sparkling,Club,36509.49,30.28,96.03,1.1787,66.26,86.62,100.0,2.49,65056,140013.99,35700.68
2023-03-26,Northeast,Sparkling,Convenience,23961.03,14.38,71.65,1.1787,35.82,81.57,88.83,-2.75,63460,129604.22,46068.2
2023-03-26,Northeast,Tea,Foodservice,34473.99,7.27,73.21,1.1787,58.78,78.54,100.0,7.08,50403,113342.01,40677.46
2023-03-26,West,Juice,Grocery,23403.83,8.01,47.98,1.1787,25.12,85.69,89.21,11.0,31499,73423.83,29435.53
2023-03-26,Northeast,Still,Dollar,26523.57,29.03,97.43,1.1787,41.71,92.29,95.9,-0.51,59775,124889.76,36749.6
2023-03-26,Southwest,Tea,Convenience,27423.73,31.31,82.42,1.1787,65.51,95.71,92.9,3.76,38439,83759.44,21881.04
2023-03-26,Northeast,Juice,Foodservice,31318.99,16.46,61.28,1.1787,32.94,77.16,91.22,0.71,38869,82202.01,28304.01
2023-03-26,West,Tea,Dollar,31088.42,31.47,79.1,1.1787,50.62,75.32,86.19,4.9,49622,109312.34,27808.12
2023-03-26,Midwest,Energy,Dollar,35815.39,12.35,72.69,1.1787,45.09,82.79,92.51,7.8,74031,167590.64,59624.75
2023-03-26,Northeast,Energy,Club,26520.93,26.11,68.9,1.1787,55.5,63.76,84.5,5.6,64140,142233.88,37052.23
2023-03-26,Southwest,Juice,Club,19251.29,15.51,82.87,1.1787,72.69,74.69,88.19,3.46,47433,103058.4,31092.78
2023-03-26,Northeast,Juice,Foodservice,23580.81,7.36,107.93,1.1787,53.18,63.9,96.22,-1.85,41420,85372.67,29748.25
2023-03-26,Southeast,Tea,Dollar,27654.97,13.69,54.4,1.1787,31.22,66.85,84.19,1.02,45002,95467.83,33162.7
2023-03-26,Southeast,Tea,Dollar,33118.7,33.98,84.8,1.1787,42.83,81.91,96.24,3.58,44486,96767.33,25061.41
2023-03-26,Southeast,Juice,Convenience,20517.03,15.58,64.12,1.1787,58.34,78.29,84.23,0.06,34395,72271.22,23223.91
2023-03-26,West,Sparkling,Grocery,32261.96,21.32,60.87,1.1787,38.69,74.58,91.55,1.12,48717,103454.58,32377.5
2023-03-26,Northeast,Sparkling,Dollar,30091.78,14.16,76.1,1.1787,44.88,96.73,89.52,9.0,67547,154615.83,56164.87
2023-03-26,Southeast,Energy,Foodservice,20211.26,18.79,69.21,1.1787,66.96,78.0,95.43,0.67,70486,149015.55,44234.83
2023-03-26,West,Juice,Club,33984.72,18.65,70.77,1.1787,74.02,88.68,99.85,-3.84,39886,80548.64,24286.64
2023-03-26,West,Juice,Grocery,21379.41,25.14,59.65,1.1787,42.43,72.23,87.52,0.46,38596,81426.9,23517.89
2023-03-26,Midwest,Tea,Foodservice,24658.35,26.53,67.51,1.1787,42.94,74.18,88.37,-1.19,47008,97539.51,27711.7
2023-03-26,Southeast,Sparkling,Dollar,21762.45,31.47,47.06,1.1787,55.86,91.04,93.33,-8.47,63364,121798.1,32404.16
2023-03-26,West,Tea,Grocery,43524.83,17.46,36.71,1.1787,75.11,72.83,99.1,1.04,41350,87738.26,25279.06
2023-03-26,Southeast,Sparkling,Convenience,35570.1,19.17,45.76,1.1787,64.16,77.74,99.13,1.95,55856,119590.49,35630.67
2023-03-26,Midwest,Energy,Dollar,12247.43,12.03,61.74,1.1787,61.26,100.0,95.67,3.95,55984,122205.73,43794.04
2023-03-26,Southwest,Sparkling,Dollar,48528.2,18.17,70.14,1.1787,30.02,88.11,84.7,2.2,62717,134599.17,47374.55
2023-03-26,Northeast,Tea,Convenience,19396.74,30.32,74.84,1.1787,87.49,79.61,90.32,0.84,42727,90485.42,20216.56
2023-03-26,Southeast,Still,Convenience,88280.43,21.82,83.56,1.1787,33.84,100.0,85.39,-3.34,51884,105316.84,36262.92
2023-03-26,Southwest,Tea,Club,47648.27,14.96,73.82,1.1787,36.86,75.23,95.57,-3.59,40077,81142.44,27962.76
2023-03-26,Northeast,Still,Grocery,18724.39,10.73,71.76,1.1787,37.03,85.75,91.74,-0.47,54343,113578.21,42632.8
2023-03-26,Southwest,Still,Foodservice,15015.28,21.46,43.04,1.1787,52.82,78.41,81.1,5.27,27943,61771.35,18586.54
2023-03-26,Northeast,Tea,Convenience,12574.95,12.01,78.45,1.1787,64.86,85.93,93.14,0.85,43713,92580.39,31369.26
2023-03-26,Southeast,Sparkling,Dollar,18175.88,24.16,86.06,1.1787,86.61,93.74,86.18,-0.8,62140,129449.1,34708.25
2023-03-26,Southeast,Juice,Foodservice,53725.61,17.74,53.15,1.1787,24.44,86.29,93.26,2.55,48606,104672.37,37483.31
2023-03-26,Southeast,Sparkling,Club,54245.96,27.98,72.66,1.1787,23.81,79.73,94.18,-8.14,59739,115240.03,35139.99
2023-03-26,Midwest,Sparkling,Dollar,36209.71,21.35,61.37,1.1787,16.39,88.91,98.69,-2.18,52237,107311.75,37937.91
2023-03-26,Southwest,Still,Convenience,26676.29,6.47,79.52,1.1787,41.95,89.75,84.38,5.81,61304,136223.57,53632.12
2023-03-26,Southwest,Juice,Club,65382.03,13.24,74.98,1.1787,67.35,100.0,84.33,0.24,44773,94243.99,32617.87
2023-03-26,Southwest,Sparkling,Grocery,27350.09,24.79,74.7,1.1787,36.75,75.71,96.73,4.79,65969,145169.15,43638.89
2023-03-26,West,Still,Convenience,49215.41,27.54,53.75,1.1787,43.12,77.2,95.14,-4.49,49294,98864.81,27949.24
2023-03-26,Southwest,Energy,Club,18721.68,19.44,49.76,1.1787,39.3,80.61,92.42,-2.08,62231,127959.77,41910.34
2023-03-26,Midwest,Tea,Club,29879.97,25.03,57.39,1.1787,39.43,68.52,84.14,-6.65,42349,83018.8,23954.92
2023-03-26,Southeast,Still,Foodservice,26639.52,15.47,51.51,1.1787,9.74,76.14,93.33,3.08,55116,119309.02,44557.99
2023-03-26,West,Juice,Convenience,23811.87,23.28,63.31,1.1787,73.55,78.43,92.68,4.45,40458,88739.85,23926.22
2023-03-26,Northeast,Juice,Convenience,27830.65,24.72,76.86,1.1787,48.28,95.58,95.5,-0.14,31664,66400.98,20595.64
2023-03-26,Midwest,Juice,Club,39896.82,10.98,58.9,1.1787,42.72,89.79,90.11,4.14,45346,99164.16,36928.69
2023-03-26,Midwest,Tea,Grocery,26422.8,32.44,53.16,1.1787,76.9,84.39,95.04,-0.34,51334,107433.69,24801.66
2023-03-26,Southwest,Still,Club,35781.43,20.02,71.29,1.1787,18.43,78.58,76.7,3.99,40415,88257.28,30523.2
2023-03-26,Northeast,Still,Dollar,32538.73,15.55,79.48,1.1787,17.8,82.08,94.03,2.37,35756,76865.56,28497.95
2023-03-26,Northeast,Juice,Club,110091.97,26.59,85.72,1.1787,40.66,63.87,89.08,-1.52,58461,120897.67,33235.86
2023-03-26,Northeast,Sparkling,Dollar,24323.27,16.61,58.84,1.1787,54.31,72.03,94.07,1.58,67374,143718.09,45150.87
2023-03-26,Northeast,Tea,Club,28411.79,17.22,57.35,1.1787,39.37,80.11,85.83,4.59,54239,119134.05,40145.48
2023-03-26,Northeast,Energy,Convenience,23104.85,18.25,76.84,1.1787,53.07,79.73,87.28,0.34,68981,145353.29,46029.79
2023-03-26,Southeast,Energy,Grocery,17820.14,0.0,69.37,1.1787,58.84,82.32,83.98,4.97,77486,170812.83,67657.02
2023-03-26,Midwest,Juice,Dollar,50876.92,33.55,74.37,1.1787,28.76,69.56,95.74,7.49,36586,82582.55,21705.63
2023-03-26,Northeast,Juice,Club,32591.27,24.74,74.25,1.1787,59.74,67.36,91.21,-4.04,45314,91318.47,24289.94
2023-03-26,Southwest,Energy,Foodservice,21766.69,24.48,59.3,1.1787,41.05,82.77,94.78,-0.17,68161,142887.8,43591.32
2023-03-26,Southwest,Tea,Club,30250.79,16.0,105.22,1.1787,55.82,78.58,92.39,-1.59,37083,76634.01,24718.16
2023-03-26,Midwest,Juice,Club,48116.48,0.14,77.27,1.1787,60.31,78.13,95.31,9.88,46850,108107.86,42072.3
2023-03-26,West,Still,Club,26389.66,8.99,45.17,1.1787,61.26,90.61,97.63,-3.09,52740,107330.18,38825.84
2023-03-26,West,Energy,Club,38605.51,10.9,62.55,1.1787,50.9,76.71,95.25,5.12,77643,171395.21,59837.52
2023-03-26,West,Tea,Club,23594.52,17.82,74.54,1.1787,38.45,82.65,100.0,-2.16,40394,82997.53,28060.93
2023-03-26,Midwest,Tea,Foodservice,31132.48,16.25,88.05,1.1787,84.94,89.02,86.88,-2.36,38832,79619.8,23939.83
2023-04-02,Northeast,Juice,Dollar,30145.3,14.13,82.82,1.18,26.12,79.05,98.02,3.65,52938,115229.91,42012.21
2023-04-02,Northeast,Tea,Grocery,19659.57,8.21,89.79,1.18,60.43,92.42,92.1,-4.7,33211,66467.26,24474.78
2023-04-02,Midwest,Juice,Dollar,56358.26,25.49,89.07,1.18,15.87,68.09,90.18,5.88,43995,97824.46,30536.21
2023-04-02,Southwest,Energy,Foodservice,29852.22,25.36,61.27,1.18,43.49,79.03,100.0,6.81,63499,142422.65,41899.88
2023-04-02,Southwest,Energy,Club,31326.97,8.06,68.99,1.18,74.6,97.84,88.31,-1.75,66369,136938.91,49186.16
2023-04-02,West,Energy,Club,17976.46,29.09,84.92,1.18,69.83,95.19,100.0,0.87,64637,136916.62,36415.1
2023-04-02,Southeast,Tea,Grocery,22782.2,22.53,73.99,1.18,79.74,90.69,89.67,8.44,61814,140766.56,39378.11
2023-04-02,Southeast,Energy,Club,39738.32,14.21,64.27,1.18,60.06,81.68,98.98,7.12,73707,165809.5,54624.22
2023-04-02,Southeast,Juice,Foodservice,38980.87,20.12,87.27,1.18,44.39,76.23,99.55,4.34,43014,94254.87,29586.54
2023-04-02,Southeast,Juice,Foodservice,35424.97,32.22,68.87,1.18,31.01,75.75,91.5,2.26,52893,113589.91,31038.16
2023-04-02,Northeast,Tea,Foodservice,29255.66,16.57,63.33,1.18,49.71,84.76,91.33,1.32,42518,90465.35,30183.39
2023-04-02,Southeast,Still,Grocery,16539.3,28.52,74.89,1.18,54.2,71.4,89.8,5.34,49683,109903.26,28516.68
2023-04-02,Southeast,Tea,Foodservice,25632.92,9.83,80.13,1.18,19.16,90.99,89.06,6.31,43847,97884.49,39655.34
2023-04-02,Midwest,Energy,Dollar,46476.38,27.71,58.91,1.18,40.96,72.14,99.34,-1.59,56753,117282.23,32683.06
2023-04-02,Southwest,Energy,Convenience,29997.61,23.41,72.64,1.18,18.41,99.49,86.79,8.1,64352,146080.61,51666.27
2023-04-02,Midwest,Tea,Club,63169.87,16.49,69.55,1.18,78.48,79.51,82.67,5.75,43568,96753.06,28657.51
2023-04-02,Midwest,Energy,Grocery,22008.88,38.33,45.5,1.18,6.93,100.0,100.0,-1.52,57868,119673.15,35803.1
2023-04-02,Southeast,Juice,Club,63640.49,34.39,75.26,1.18,56.94,81.49,100.0,-6.91,45147,88259.52,21269.41
2023-04-02,West,Still,Dollar,26544.92,22.56,63.17,1.18,86.4,75.98,97.6,4.43,52899,116013.02,29686.11
2023-04-02,Southwest,Energy,Club,14711.94,25.15,91.43,1.18,68.19,91.75,96.55,-0.31,73945,154808.03,43635.07
2023-04-02,Southwest,Energy,Foodservice,82171.32,11.84,75.76,1.18,60.83,64.44,86.43,8.21,62343,141665.26,45359.28
2023-04-02,Southwest,Tea,Club,34709.14,25.98,50.75,1.18,30.06,86.52,97.12,3.0,44051,95278.91,29978.61
2023-04-02,West,Tea,Grocery,21459.91,19.29,78.22,1.18,60.71,100.0,91.89,-1.27,45666,94677.66,30861.1
2023-04-02,Midwest,Juice,Club,24994.16,39.57,68.9,1.18,49.84,78.29,94.7,-1.57,44099,91157.38,20215.53
2023-04-02,Southeast,Juice,Convenience,35389.71,8.77,57.19,1.18,57.33,83.43,98.13,4.61,44704,98204.5,35268.02
2023-04-02,Midwest,Juice,Grocery,58391.29,27.52,65.19,1.18,64.42,78.36,93.11,-1.63,32910,67985.27,17701.31
2023-04-02,West,Juice,Club,22331.3,27.09,61.41,1.18,54.06,80.64,91.23,0.6,46811,98894.87,27335.0
2023-04-02,Midwest,Energy,Dollar,32030.19,17.61,70.62,1.18,45.54,89.38,100.0,1.44,58064,123689.9,41888.78
2023-04-02,Southwest,Still,Grocery,41070.2,19.5,43.23,1.18,48.58,78.04,94.08,5.65,45075,100004.64,31409.62
2023-04-02,Midwest,Tea,Club,56550.97,20.71,77.54,1.18,86.61,82.57,96.69,6.96,28470,63948.22,17353.5
2023-04-02,Midwest,Tea,Convenience,63190.76,30.16,66.08,1.18,57.57,82.14,91.94,-1.22,47303,98123.81,25532.24
2023-04-02,Midwest,Sparkling,Dollar,28805.68,16.16,67.31,1.18,26.31,78.43,82.75,-2.77,59722,121948.13,43227.93
2023-04-02,Midwest,Tea,Grocery,24210.53,30.02,58.07,1.18,44.26,67.17,74.45,6.15,30647,68314.64,17693.79
2023-04-02,Midwest,Sparkling,Grocery,22688.31,32.68,57.91,1.18,41.86,80.29,88.71,-6.86,51857,101426.47,26794.22
2023-04-02,Northeast,Energy,Dollar,72910.44,9.3,74.74,1.18,34.73,73.17,90.63,6.81,76875,172424.97,63873.27
2023-04-02,Northeast,Tea,Convenience,34824.09,20.2,64.11,1.18,12.48,72.36,92.37,2.64,48464,104463.08,36010.03
2023-04-02,Midwest,Sparkling,Foodservice,24608.4,12.47,73.3,1.18,45.44,76.37,99.53,0.04,65494,137597.62,47839.48
2023-04-02,West,Sparkling,Grocery,19570.01,10.57,54.22,1.18,39.33,78.97,92.58,4.48,63347,138984.5,50871.11
2023-04-02,West,Juice,Foodservice,11439.33,13.2,48.85,1.18,45.71,74.55,88.99,-1.56,44471,91934.62,31446.21
2023-04-02,West,Energy,Club,29971.61,15.06,43.04,1.18,45.09,92.28,100.0,2.13,70621,151462.64,53611.97
2023-04-02,Northeast,Juice,Club,24991.57,44.15,80.24,1.18,37.53,70.65,87.68,-1.18,35943,74586.47,15371.98
2023-04-02,Southeast,Energy,Foodservice,22782.22,19.64,73.43,1.18,64.94,75.46,100.0,5.69,84892,188410.33,55094.88
2023-04-02,Northeast,Tea,Grocery,35485.37,40.17,61.78,1.18,28.76,81.09,87.64,-1.42,52756,109218.05,26819.11
2023-04-02,Southeast,Juice,Convenience,22072.73,7.43,29.34,1.18,56.15,78.63,100.0,-3.82,51902,104830.25,37864.82
2023-04-02,Midwest,Sparkling,Convenience,43917.87,29.18,79.62,1.18,34.36,68.1,95.32,6.67,64557,144611.8,39748.45
2023-04-02,Northeast,Sparkling,Convenience,26681.28,6.25,89.82,1.18,59.37,76.85,98.15,1.61,60987,130128.6,46978.59
2023-04-02,West,Still,Grocery,27879.36,19.81,100.53,1.18,64.6,85.37,88.54,-0.16,64929,136138.23,41256.64
2023-04-02,Midwest,Still,Foodservice,56194.78,6.96,90.55,1.18,46.21,66.35,96.98,-0.36,43637,91309.77,32939.97
2023-04-02,Midwest,Sparkling,Grocery,55603.09,11.4,71.06,1.18,31.67,94.89,83.95,-4.49,55703,111729.31,43401.06
2023-04-02,Northeast,Sparkling,Foodservice,26726.32,23.01,86.18,1.18,47.83,93.65,91.85,-4.76,60198,120403.49,38086.25
2023-04-02,Southwest,Sparkling,Convenience,43728.09,6.32,54.66,1.18,85.06,87.09,88.34,-2.14,52637,108177.44,37161.51
2023-04-02,Northeast,Still,Dollar,28497.51,24.34,50.59,1.18,61.36,76.57,100.0,8.05,42672,96828.28,26748.54
2023-04-02,Southwest,Tea,Dollar,25707.61,20.18,68.43,1.18,72.81,91.83,88.66,-3.55,32326,65477.42,19605.61
2023-04-02,Midwest,Energy,Foodservice,21697.71,15.22,76.3,1.18,31.85,69.14,89.46,1.98,59369,127137.88,43512.62
2023-04-02,Southwest,Juice,Grocery,29140.26,31.15,61.01,1.18,45.68,87.26,94.31,6.69,36075,80822.23,22194.53
2023-04-02,Southwest,Energy,Dollar,15274.59,28.92,86.32,1.18,41.13,73.84,90.18,5.34,58734,129926.01,35715.6
2023-04-02,Midwest,Tea,Grocery,46344.76,21.66,93.45,1.18,54.09,78.91,96.32,3.44,29367,63792.63,19081.36
2023-04-02,Northeast,Energy,Dollar,22647.48,26.09,60.81,1.18,60.51,90.82,83.76,2.6,59812,128876.04,36741.96
2023-04-02,Midwest,Juice,Grocery,117750.15,22.06,71.55,1.18,71.77,90.17,93.68,4.09,28063,61343.46,17800.42
2023-04-02,Southeast,Tea,Foodservice,23571.4,26.67,89.27,1.18,21.02,92.36,99.68,11.75,44958,105501.5,34609.49
2023-04-02,West,Juice,Convenience,24513.35,0.51,85.49,1.18,44.05,68.07,83.96,3.73,41521,90442.57,35669.93
2023-04-02,Southeast,Juice,Convenience,38633.62,2.1,61.68,1.18,39.37,84.45,88.3,1.73,34016,72668.75,29834.54
2023-04-02,West,Tea,Grocery,27101.68,27.99,80.55,1.18,43.41,89.21,99.58,1.84,51404,109930.2,32283.89
2023-04-02,Southwest,Tea,Club,20049.11,24.97,65.43,1.18,61.14,92.75,86.32,1.77,50907,108797.2,31725.51
2023-04-02,Northeast,Tea,Grocery,52070.07,14.26,56.14,1.18,24.33,100.0,100.0,6.7,31263,70051.91,27267.69
2023-04-02,Northeast,Energy,Foodservice,38588.11,22.1,65.06,1.18,35.87,73.4,85.36,9.07,73207,167672.22,52191.04
2023-04-02,West,Energy,Convenience,20600.83,7.5,60.56,1.18,50.17,76.7,99.96,4.86,62233,137044.32,50072.09
2023-04-02,Southwest,Sparkling,Convenience,26699.37,23.77,50.07,1.18,28.72,75.47,95.91,-1.57,60119,124270.49,39005.71
2023-04-09,Midwest,Sparkling,Convenience,18301.7,23.94,40.48,1.1787,59.24,81.99,97.66,-2.29,53598,109974.5,31504.99
2023-04-09,Northeast,Tea,Convenience,11508.19,4.95,78.91,1.1787,47.4,84.31,95.77,5.86,41070,91297.03,35470.54
2023-04-09,Southeast,Juice,Convenience,40503.27,25.53,75.0,1.1787,53.19,70.79,92.34,10.44,56792,131714.92,36028.02
2023-04-09,Southwest,Tea,Grocery,34037.89,7.36,57.48,1.1787,53.57,86.27,84.51,-0.21,42359,88766.19,33097.54
2023-04-09,Midwest,Energy,Convenience,17707.71,26.75,78.01,1.1787,55.66,88.81,98.09,1.65,61841,132006.21,37652.16
2023-04-09,Southwest,Energy,Club,30702.34,11.75,79.63,1.1787,79.76,75.9,100.0,-6.02,54970,108488.06,33879.77
2023-04-09,Midwest,Tea,Grocery,31789.27,18.64,58.51,1.1787,39.31,92.92,97.01,-4.77,41225,82442.05,28427.6
2023-04-09,Northeast,Sparkling,Foodservice,30736.57,24.77,69.14,1.1787,15.13,79.87,99.05,6.03,58424,130090.47,42847.23
2023-04-09,West,Sparkling,Convenience,32846.73,27.08,90.71,1.1787,67.15,73.5,87.41,5.19,57136,126211.94,32051.44
2023-04-09,Northeast,Still,Dollar,61200.73,14.34,67.13,1.1787,13.94,82.97,99.86,-4.91,41830,83530.76,31869.51
2023-04-09,Northeast,Still,Club,77473.46,16.42,74.86,1.1787,49.07,68.28,91.42,-0.28,50850,106488.58,33725.65
2023-04-09,Southeast,Still,Grocery,30790.49,35.48,80.09,1.1787,67.17,80.83,91.8,2.92,45583,98522.29,22061.51
2023-04-09,Northeast,Juice,Grocery,21320.95,18.14,66.57,1.1787,23.54,88.66,83.09,2.56,45037,96999.41,34909.11
2023-04-09,Midwest,Juice,Dollar,21268.24,27.33,62.77,1.1787,43.96,89.82,89.1,4.24,38075,83344.76,24732.24
2023-04-09,Midwest,Sparkling,Convenience,55607.4,27.09,69.81,1.1787,69.85,82.55,86.4,-2.48,61147,125221.77,32679.82
2023-04-09,Southwest,Tea,Dollar,45499.71,22.52,66.08,1.1787,73.64,72.01,84.49,6.3,26114,58292.28,15495.85
2023-04-09,Northeast,Juice,Dollar,24590.69,21.26,44.81,1.1787,48.81,78.17,95.47,1.54,47591,101481.58,31050.27
2023-04-09,Southwest,Sparkling,Grocery,66553.44,28.75,91.48,1.1787,30.6,95.4,96.11,-6.95,52819,103211.27,32130.33
2023-04-09,Midwest,Juice,Dollar,38393.65,30.32,51.56,1.1787,69.49,87.66,92.02,5.58,40826,90518.4,22844.78
2023-04-09,Southwest,Energy,Grocery,36132.47,19.75,86.76,1.1787,50.35,75.99,85.51,-1.3,52937,109719.38,33870.42
2023-04-09,Southeast,Tea,Foodservice,20974.59,22.0,62.82,1.1787,48.29,85.21,85.47,6.29,48438,108115.22,33624.33
2023-04-09,West,Tea,Foodservice,31651.72,23.5,78.58,1.1787,24.61,81.41,92.49,3.58,35758,77778.9,25379.73
2023-04-09,Southeast,Energy,Dollar,22033.02,35.53,64.07,1.1787,47.37,70.65,99.26,0.85,67698,143373.06,33602.1
2023-04-09,West,Tea,Dollar,38058.78,12.85,84.32,1.1787,20.3,88.57,91.92,-0.64,44575,93006.87,36035.31
2023-04-09,Southwest,Energy,Convenience,31844.26,8.87,56.26,1.1787,85.26,70.28,96.06,4.33,58771,128761.59,40307.01
2023-04-09,Northeast,Sparkling,Convenience,22538.07,27.94,86.46,1.1787,47.77,81.22,91.78,0.18,47156,99200.75,27791.62
2023-04-09,Southwest,Sparkling,Foodservice,43553.96,25.43,67.01,1.1787,30.39,81.17,100.0,0.6,65203,137741.79,42811.45
2023-04-09,West,Still,Foodservice,10958.12,7.4,66.83,1.1787,70.66,74.57,81.84,-0.42,45947,96085.4,32738.94
2023-04-09,West,Juice,Foodservice,27146.96,9.54,59.28,1.1787,69.01,71.58,96.4,3.81,55069,120049.27,39555.8
2023-04-09,Southeast,Juice,Convenience,15379.67,21.76,76.67,1.1787,35.17,85.89,92.67,5.23,44643,98654.7,32304.56
2023-04-09,Southwest,Tea,Foodservice,48652.96,20.63,60.26,1.1787,47.47,71.32,100.0,0.34,42058,88618.07,26827.29
2023-04-09,Southeast,Tea,Club,48916.5,20.72,67.86,1.1787,28.49,98.26,97.86,-1.86,52485,108172.44,38221.23
2023-04-09,Southeast,Still,Grocery,20307.64,25.07,59.87,1.1787,49.68,77.19,95.92,-3.82,40335,81470.4,23349.0
2023-04-09,Southeast,Tea,Club,35425.42,6.13,38.04,1.1787,64.43,89.9,84.32,6.08,42421,94501.62,35008.67
2023-04-09,Southwest,Still,Dollar,12591.8,15.17,71.41,1.1787,51.95,89.78,87.3,4.3,47902,104922.44,35994.8
2023-04-09,Southeast,Sparkling,Grocery,15661.54,2.29,75.58,1.1787,55.97,88.18,100.0,7.18,65588,147620.13,58365.69
2023-04-09,West,Energy,Dollar,26726.27,26.91,84.03,1.1787,54.49,68.4,86.28,6.56,73523,164520.16,43294.3
2023-04-09,Southeast,Juice,Dollar,76028.45,24.5,56.58,1.1787,22.6,82.89,92.39,3.93,45334,98941.99,32219.57
2023-04-09,Southwest,Sparkling,Dollar,31032.13,20.37,58.91,1.1787,49.97,91.02,100.0,-4.95,54822,109422.33,35344.05
2023-04-09,Southeast,Juice,Grocery,26422.64,19.02,53.0,1.1787,42.06,82.65,91.17,6.59,39020,87339.74,28705.28
2023-04-09,Southeast,Juice,Foodservice,21860.08,19.67,77.55,1.1787,56.93,68.9,85.66,-4.85,46594,93102.39,27362.03
2023-04-09,Northeast,Still,Dollar,21841.69,22.3,69.34,1.1787,74.26,84.34,82.47,1.85,48301,103307.74,28910.2
2023-04-09,Southeast,Tea,Club,29837.33,21.37,65.73,1.1787,45.66,80.61,92.62,-1.83,41253,85042.62,26507.59
2023-04-09,Midwest,Tea,Foodservice,16556.13,18.08,62.38,1.1787,14.62,65.23,90.22,-4.07,53797,108377.47,37287.23
2023-04-09,West,Energy,Dollar,33420.46,18.17,86.14,1.1787,31.22,64.91,85.72,2.92,78134,168869.52,54852.61
2023-04-09,Southwest,Still,Grocery,38528.76,21.34,70.82,1.1787,34.07,93.57,91.94,-0.15,52470,110024.88,37308.88
2023-04-09,Midwest,Still,Club,37573.31,13.57,73.99,1.1787,76.05,81.47,89.91,3.45,45110,98001.25,30806.53
2023-04-09,Southwest,Tea,Foodservice,41582.59,20.37,100.65,1.1787,68.76,82.48,90.96,-0.75,31813,66307.86,19403.85
2023-04-09,West,Energy,Convenience,22770.29,12.05,85.93,1.1787,74.23,73.86,96.98,-2.22,75007,154022.1,48489.79
2023-04-09,West,Still,Club,39381.32,34.96,56.81,1.1787,79.0,77.95,92.76,-1.14,51624,107172.06,22496.55
2023-04-09,Southwest,Juice,Club,33744.14,21.3,73.96,1.1787,77.86,89.68,98.07,3.54,47248,102738.44,29416.01
2023-04-09,Southwest,Energy,Foodservice,16111.9,21.16,62.39,1.1787,54.17,95.01,84.57,-3.69,71971,145559.51,46462.31
2023-04-09,Southwest,Tea,Convenience,31687.78,20.99,78.15,1.1787,61.43,80.8,94.38,9.15,25082,57491.63,17023.2
2023-04-09,Southwest,Tea,Convenience,40572.04,0.0,47.16,1.1787,63.5,86.6,100.0,-3.01,41607,84744.02,33529.75
2023-04-09,West,Juice,Convenience,47994.97,4.65,68.62,1.1787,37.18,84.23,91.74,6.68,53682,120257.0,48242.01
2023-04-09,Northeast,Still,Convenience,19887.26,21.11,95.95,1.1787,46.86,77.78,75.7,-3.94,64249,129604.93,39967.72
2023-04-09,Northeast,Still,Foodservice,25786.6,22.43,76.37,1.1787,63.44,91.17,93.26,-0.05,57247,120160.67,35910.18
2023-04-09,West,Still,Grocery,34737.14,9.11,64.29,1.1787,61.51,82.95,93.57,2.38,43371,93245.01,32861.41
